model	batch_number	within_batch_id	commonsense_level	anonymized_worker_id	completion_time	rating_label	rating_expl	rating_grammar	rating_commonsense	pairID	premise	hypothesis	pred_label	pred_expl	gt_label	gt_expl
comet	2	6	high	2903656532011336349	5.98	correct	correct	correct	yes	200797624.jpg#4r1n	Army men grilling a lot of meat while his troop looks on .	The men here will eat a lot of food soon .	entailment	a lot of men implies that they are eating a meal of meat	neutral	just because someone is grilling does not mean the men will eat a lot of food soon .
comet	2	7	low	2903656532011336349	5.98	wrong	correct	correct	yes	2900274587.jpg#0r1e	A water scene with a sunset in the background .	There is a water scene with the sunset in the back .	entailment	in a both sentence , a sunset is in the background	entailment	in there water scene there is a sunset in the back , which is called the background .
comet	2	8	high	2903656532011336349	5.98	correct	wrong	correct	yes	3454728570.jpg#2r1e	Families with strollers waiting in front of a carousel .	Some people are outside	entailment	people are in front of a carousel	entailment	families are some people .
comet	2	9	low	2903656532011336349	5.98	correct	correct	correct	yes	3599568766.jpg#1r1c	A white dog with brown spots running on a dirt path	A black dog walks on a concrete path .	contradiction	a white dog is not a black dog ; a dirt path is not a dirt path	contradiction	the dog is either black or white ;  it either walks or is running .
comet	2	10	high	2903656532011336349	5.98	wrong	wrong	correct	yes	1785224814.jpg#1r1n	People ordering and picking up food at a restaurant window .	These people are hungry .	neutral	people can be hungry and not be hungry	neutral	people can order and pick up food when they are not hungry .
comet	2	1	low	3467066038716811277	15.88	correct	correct	correct	yes	447800028.jpg#3r1c	Dog running with a purple toy in the snowy field .	A dog is sitting on a table .	contradiction	a dog can not be running and sitting at the same time	contradiction	the dog is either sitting or running , but not both .
comet	2	2	high	3467066038716811277	15.88	wrong	correct	wrong	yes	2131732576.jpg#2r1n	There is one man with light blue jeans on , and one with dark blue jeans on that are walking down the street .	Two men are wearing jeans for a jean advertisement .	neutral	just because two men are wearing jeans and one man in jeans does not mean they are wearing a blue jeans and a blue shirt	entailment	the men are wearing blue jeans and walking down the street because they are in a jean advertisement .
comet	2	3	low	3467066038716811277	15.88	wrong	correct	wrong	yes	4684706810.jpg#3r1e	A little baby wearing a blue outfit is grabbing some fruit .	A little baby is wearing blue .	entailment	a baby wearing a blue outfit is wearing blue	entailment	blue outfit means that the baby is wearing something blue
comet	2	4	high	3467066038716811277	15.88	wrong	correct	wrong	yes	109380144.jpg#3r1e	A girl playfully kicks a guy in the face while another person makes faces .	A girl is play fighting .	entailment	a girl who kicks another girl is playing	entailment	playfully kicks is a form of play fighting .
comet	2	5	low	3467066038716811277	15.88	wrong	correct	wrong	yes	7788997944.jpg#3r1c	Two people are participating in the sport fencing .	Two people playing dodgeball	contradiction	the people can not be playing lacrosse and fencing at the same time	contradiction	either they are fencing or playing dodgeball .
comet	2	6	high	3467066038716811277	15.88	wrong	correct	wrong	yes	200797624.jpg#4r1n	Army men grilling a lot of meat while his troop looks on .	The men here will eat a lot of food soon .	entailment	a lot of men implies that they are eating a meal of meat	neutral	just because someone is grilling does not mean the men will eat a lot of food soon .
comet	2	7	low	3467066038716811277	15.88	correct	correct	correct	yes	2900274587.jpg#0r1e	A water scene with a sunset in the background .	There is a water scene with the sunset in the back .	entailment	in a both sentence , a sunset is in the background	entailment	in there water scene there is a sunset in the back , which is called the background .
comet	2	8	high	3467066038716811277	15.88	wrong	wrong	wrong	yes	3454728570.jpg#2r1e	Families with strollers waiting in front of a carousel .	Some people are outside	entailment	people are in front of a carousel	entailment	families are some people .
comet	2	9	low	3467066038716811277	15.88	wrong	wrong	wrong	yes	3599568766.jpg#1r1c	A white dog with brown spots running on a dirt path	A black dog walks on a concrete path .	contradiction	a white dog is not a black dog ; a dirt path is not a dirt path	contradiction	the dog is either black or white ;  it either walks or is running .
comet	2	10	high	3467066038716811277	15.88	wrong	correct	wrong	yes	1785224814.jpg#1r1n	People ordering and picking up food at a restaurant window .	These people are hungry .	neutral	people can be hungry and not be hungry	neutral	people can order and pick up food when they are not hungry .
comet	2	1	low	1292473377281747129	10.88	correct	correct	correct	yes	447800028.jpg#3r1c	Dog running with a purple toy in the snowy field .	A dog is sitting on a table .	contradiction	a dog can not be running and sitting at the same time	contradiction	the dog is either sitting or running , but not both .
comet	2	2	high	1292473377281747129	10.88	correct	wrong	wrong	no	2131732576.jpg#2r1n	There is one man with light blue jeans on , and one with dark blue jeans on that are walking down the street .	Two men are wearing jeans for a jean advertisement .	neutral	just because two men are wearing jeans and one man in jeans does not mean they are wearing a blue jeans and a blue shirt	entailment	the men are wearing blue jeans and walking down the street because they are in a jean advertisement .
comet	2	3	low	1292473377281747129	10.88	correct	correct	correct	yes	4684706810.jpg#3r1e	A little baby wearing a blue outfit is grabbing some fruit .	A little baby is wearing blue .	entailment	a baby wearing a blue outfit is wearing blue	entailment	blue outfit means that the baby is wearing something blue
comet	2	4	high	1292473377281747129	10.88	correct	wrong	correct	no	109380144.jpg#3r1e	A girl playfully kicks a guy in the face while another person makes faces .	A girl is play fighting .	entailment	a girl who kicks another girl is playing	entailment	playfully kicks is a form of play fighting .
comet	2	5	low	1292473377281747129	10.88	correct	wrong	correct	no	7788997944.jpg#3r1c	Two people are participating in the sport fencing .	Two people playing dodgeball	contradiction	the people can not be playing lacrosse and fencing at the same time	contradiction	either they are fencing or playing dodgeball .
comet	2	6	high	1292473377281747129	10.88	correct	wrong	correct	no	200797624.jpg#4r1n	Army men grilling a lot of meat while his troop looks on .	The men here will eat a lot of food soon .	entailment	a lot of men implies that they are eating a meal of meat	neutral	just because someone is grilling does not mean the men will eat a lot of food soon .
comet	2	7	low	1292473377281747129	10.88	correct	correct	correct	yes	2900274587.jpg#0r1e	A water scene with a sunset in the background .	There is a water scene with the sunset in the back .	entailment	in a both sentence , a sunset is in the background	entailment	in there water scene there is a sunset in the back , which is called the background .
comet	2	8	high	1292473377281747129	10.88	correct	correct	correct	yes	3454728570.jpg#2r1e	Families with strollers waiting in front of a carousel .	Some people are outside	entailment	people are in front of a carousel	entailment	families are some people .
comet	2	9	low	1292473377281747129	10.88	wrong	wrong	correct	no	3599568766.jpg#1r1c	A white dog with brown spots running on a dirt path	A black dog walks on a concrete path .	contradiction	a white dog is not a black dog ; a dirt path is not a dirt path	contradiction	the dog is either black or white ;  it either walks or is running .
comet	2	10	high	1292473377281747129	10.88	wrong	correct	correct	yes	1785224814.jpg#1r1n	People ordering and picking up food at a restaurant window .	These people are hungry .	neutral	people can be hungry and not be hungry	neutral	people can order and pick up food when they are not hungry .
comet	2	1	low	6527898456240164533	16.12	correct	correct	correct	yes	447800028.jpg#3r1c	Dog running with a purple toy in the snowy field .	A dog is sitting on a table .	contradiction	a dog can not be running and sitting at the same time	contradiction	the dog is either sitting or running , but not both .
comet	2	2	high	6527898456240164533	16.12	correct	correct	correct	yes	2131732576.jpg#2r1n	There is one man with light blue jeans on , and one with dark blue jeans on that are walking down the street .	Two men are wearing jeans for a jean advertisement .	neutral	just because two men are wearing jeans and one man in jeans does not mean they are wearing a blue jeans and a blue shirt	entailment	the men are wearing blue jeans and walking down the street because they are in a jean advertisement .
comet	2	3	low	6527898456240164533	16.12	correct	correct	correct	yes	4684706810.jpg#3r1e	A little baby wearing a blue outfit is grabbing some fruit .	A little baby is wearing blue .	entailment	a baby wearing a blue outfit is wearing blue	entailment	blue outfit means that the baby is wearing something blue
comet	2	4	high	6527898456240164533	16.12	correct	wrong	wrong	yes	109380144.jpg#3r1e	A girl playfully kicks a guy in the face while another person makes faces .	A girl is play fighting .	entailment	a girl who kicks another girl is playing	entailment	playfully kicks is a form of play fighting .
